federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
335140,BELAIR CARE CENTER INC,2478 JERUSALEM AVE,BELLMORE,NY,11710,2018-08-06,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2018-09-21,2,Y,N,N,"2478 JERUSALEM AVE,BELLMORE,NY,11710",2022-01-01
335140,BELAIR CARE CENTER INC,2478 JERUSALEM AVE,BELLMORE,NY,11710,2018-08-06,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2018-09-21,2,Y,N,N,"2478 JERUSALEM AVE,BELLMORE,NY,11710",2022-01-01
335140,BELAIR CARE CENTER INC,2478 JERUSALEM AVE,BELLMORE,NY,11710,2018-08-06,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2018-09-21,2,Y,N,N,"2478 JERUSALEM AVE,BELLMORE,NY,11710",2022-01-01
335140,BELAIR CARE CENTER INC,2478 JERUSALEM AVE,BELLMORE,NY,11710,2018-08-06,Health,F,Quality of Life and Care Deficiencies,0685,Assist a resident in gaining access to vision and hearing services.,D,"Deficient, Provider has date of correction",2018-09-21,2,Y,N,N,"2478 JERUSALEM AVE,BELLMORE,NY,11710",2022-01-01
335140,BELAIR CARE CENTER INC,2478 JERUSALEM AVE,BELLMORE,NY,11710,2018-08-06,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",D,"Deficient, Provider has date of correction",2018-09-21,2,Y,N,N,"2478 JERUSALEM AVE,BELLMORE,NY,11710",2022-01-01
335140,BELAIR CARE CENTER INC,2478 JERUSALEM AVE,BELLMORE,NY,11710,2018-08-06,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,B,"Deficient, Provider has date of correction",2018-09-21,2,Y,N,N,"2478 JERUSALEM AVE,BELLMORE,NY,11710",2022-01-01
335140,BELAIR CARE CENTER INC,2478 JERUSALEM AVE,BELLMORE,NY,11710,2017-04-14,Health,F,Resident Rights Deficiencies,0242,"Ensure residents have the right to have a choice over activities, their schedules, and health care according to their interests, assessments, and plans of care.",D,"Deficient, Provider has date of correction",2017-05-19,3,Y,N,N,"2478 JERUSALEM AVE,BELLMORE,NY,11710",2022-01-01
335140,BELAIR CARE CENTER INC,2478 JERUSALEM AVE,BELLMORE,NY,11710,2017-04-14,Health,F,Nutrition and Dietary Deficiencies,0371,"Store, cook, and serve food in a safe and clean way.",E,"Deficient, Provider has date of correction",2017-05-19,3,Y,N,N,"2478 JERUSALEM AVE,BELLMORE,NY,11710",2022-01-01
335140,BELAIR CARE CENTER INC,2478 JERUSALEM AVE,BELLMORE,NY,11710,2017-04-14,Health,F,Pharmacy Service Deficiencies,0431,Maintain drug records and properly mark/label drugs and other similar products according to accepted professional standards.,D,"Deficient, Provider has date of correction",2017-05-19,3,Y,N,N,"2478 JERUSALEM AVE,BELLMORE,NY,11710",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2021-10-15,Health,F,Infection Control Deficiencies,0885,Report COVID19 data to residents and families.,E,"Deficient, Provider has date of correction",2021-11-25,1,N,N,Y,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2021-07-30,Health,F,Resident Rights Deficiencies,0558,Reasonably accommodate the needs and preferences of each resident.,D,"Deficient, Provider has date of correction",2021-09-24,1,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2021-07-30,Health,F,Resident Rights Deficiencies,0570,Assure the security of all personal funds of residents deposited with the facility.,D,"Deficient, Provider has date of correction",2021-09-24,1,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2021-07-30,Health,F,Resident Rights Deficiencies,0584,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",D,"Deficient, Provider has date of correction",2021-09-24,1,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2021-07-30,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,D,"Deficient, Provider has date of correction",2021-09-24,1,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2021-07-30,Health,F,Administration Deficiencies,0840,Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.,D,"Deficient, Provider has date of correction",2021-10-01,1,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2020-10-26,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2020-12-23,2,N,N,Y,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2019-09-27,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2019-11-08,2,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2019-09-27,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2019-11-08,2,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2019-09-27,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2019-11-08,2,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2019-09-27,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",D,"Deficient, Provider has date of correction",2019-11-08,2,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,Resident Rights Deficiencies,0584,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",D,"Deficient, Provider has date of correction",2018-08-17,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2018-08-17,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2018-08-17,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,Quality of Life and Care Deficiencies,0693,Ensure that feeding tubes are  not used unless there is a medical reason and the resident agrees; and provide appropriate care for a resident with a feeding tube.,D,"Deficient, Provider has date of correction",2018-08-17,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",D,"Deficient, Provider has date of correction",2018-08-07,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,Nursing and Physician Services Deficiencies,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",D,"Deficient, Provider has date of correction",2018-08-17,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,Nursing and Physician Services Deficiencies,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,E,"Deficient, Provider has date of correction",2018-08-17,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",D,"Deficient, Provider has date of correction",2018-08-17,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,B,"Deficient, Provider has date of correction",2018-08-17,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,Administration Deficiencies,0867,Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.,D,"Deficient, Provider has date of correction",2018-09-12,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335159,ROSS CENTER FOR NURSING AND REHABILITATION,839 SUFFOLK AVENUE,BRENTWOOD,NY,11717,2018-06-19,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2018-09-12,3,Y,N,N,"839 SUFFOLK AVENUE,BRENTWOOD,NY,11717",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2019-07-03,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2019-08-30,1,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2019-07-03,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-08-30,1,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2019-07-03,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2019-08-30,1,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2019-07-03,Health,F,Environmental Deficiencies,0921,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",D,"Deficient, Provider has date of correction",2019-08-30,1,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2017-12-18,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2018-02-14,2,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2017-12-18,Health,F,Resident Rights Deficiencies,0554,Allow residents to self-administer drugs if determined clinically appropriate.,D,"Deficient, Provider has date of correction",2018-02-14,2,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2017-12-18,Health,F,Resident Rights Deficiencies,0580,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",D,"Deficient, Provider has date of correction",2018-02-14,2,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2017-12-18,Health,F,Resident Rights Deficiencies,0623,"Provide timely notification to the resident, and if applicable to the resident representative and ombudsman, before transfer or discharge, including appeal rights.",D,"Deficient, Provider has date of correction",2018-02-14,2,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2017-12-18,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",D,"Deficient, Provider has date of correction",2018-02-14,2,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2016-11-21,Health,F,Environmental Deficiencies,0323,Ensure that a nursing home area is free from accident hazards and provide adequate supervision to prevent avoidable accidents.,D,"Deficient, Provider has date of correction",2017-01-18,3,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335161,DALEVIEW CARE CENTER,574 FULTON STREET,EAST FARMINGDALE,NY,11735,2016-11-21,Health,F,Administration Deficiencies,0514,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",B,"Deficient, Provider has date of correction",2017-01-18,3,Y,N,N,"574 FULTON STREET,EAST FARMINGDALE,NY,11735",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2020-01-23,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0609,"Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",D,"Deficient, Provider has date of correction",2020-03-13,1,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2020-01-23,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2020-03-13,1,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2020-01-23,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2020-03-13,1,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2020-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2020-03-13,1,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2020-12-18,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-02-16,2,N,N,Y,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2020-06-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2020-08-12,2,N,Y,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2018-11-09,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-01-05,2,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2018-11-09,Health,F,Quality of Life and Care Deficiencies,0676,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,D,"Deficient, Provider has date of correction",2019-01-05,2,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2018-11-09,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2019-01-05,2,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2018-11-09,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,B,"Deficient, Provider has date of correction",2019-01-05,2,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2017-06-09,Health,F,Resident Rights Deficiencies,0174,Provide residents with private access to a telephone.,D,"Deficient, Provider has date of correction",2017-08-01,3,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2017-06-09,Health,F,Quality of Life and Care Deficiencies,0309,Provide necessary care and services to maintain or improve the highest well being of each resident .,D,"Deficient, Provider has date of correction",2017-08-01,3,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2017-06-09,Health,F,Environmental Deficiencies,0323,Ensure that a nursing home area is free from accident hazards and provide adequate supervision to prevent avoidable accidents.,D,"Deficient, Provider has date of correction",2017-08-01,3,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2017-06-09,Health,F,Pharmacy Service Deficiencies,0431,Maintain drug records and properly mark/label drugs and other similar products according to accepted professional standards.,E,"Deficient, Provider has date of correction",2017-08-01,3,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2017-06-09,Health,F,Environmental Deficiencies,0441,"Have a program that investigates, controls and keeps infection from spreading.",D,"Deficient, Provider has date of correction",2017-08-01,3,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335175,BROOKSIDE MULTICARE NURSING CENTER,7 ROUTE 25A,SMITHTOWN,NY,11787,2017-06-09,Health,F,Administration Deficiencies,0514,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",D,"Deficient, Provider has date of correction",2017-08-01,3,Y,N,N,"7 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2021-05-04,Health,F,Quality of Life and Care Deficiencies,0676,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,D,"Deficient, Provider has date of correction",2021-06-11,1,N,Y,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2021-05-04,Health,F,Resident Rights Deficiencies,0561,Honor the resident's right to and the facility must promote and facilitate resident self-determination through support of resident choice.,D,"Deficient, Provider has date of correction",2021-06-11,1,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2021-05-04,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2021-06-11,1,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2021-05-04,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2021-06-11,1,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2021-05-04,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2021-06-11,1,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2021-05-04,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2021-06-11,1,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2021-05-04,Health,F,Administration Deficiencies,0840,Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.,D,"Deficient, Provider has date of correction",2021-06-11,1,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2021-05-04,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2021-06-11,1,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2020-08-24,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2020-10-27,2,N,Y,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2020-08-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2020-09-08,2,N,Y,Y,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2019-05-01,Health,F,Resident Assessment and Care Planning Deficiencies,0644,Coordinate assessments with the pre-admission screening and resident review program; and referring for services as needed.,D,"Deficient, Provider has date of correction",2019-06-18,2,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2019-05-01,Health,F,Quality of Life and Care Deficiencies,0676,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,E,"Deficient, Provider has date of correction",2019-06-18,2,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2019-05-01,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",E,"Deficient, Provider has date of correction",2019-06-18,2,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2019-05-07,Health,F,Nursing and Physician Services Deficiencies,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,D,"Deficient, Provider has date of correction",2019-06-18,3,N,Y,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2019-05-07,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,D,"Deficient, Provider has date of correction",2019-06-18,3,N,Y,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
